Home Team,Away Team,Start Time,Player Type,Player Name,Strikeouts,Walks,Strikes,Single,Double,Triple,Home Runs
Arizona Diamondbacks,Cincinnati Reds,Mon Apr 08 2024 23:00:08 GMT-0700 (Pacific Daylight Time),Hitter,Jeannie Lesch,,,,4,0,0,2
Arizona Diamondbacks,Cincinnati Reds,Mon Apr 08 2024 23:00:08 GMT-0700 (Pacific Daylight Time),Pitcher,Jody Windler I,0,0,2,,,,
Arizona Diamondbacks,Cincinnati Reds,Mon Apr 08 2024 23:00:08 GMT-0700 (Pacific Daylight Time),Pitcher,Ollie Kuvalis III,3,4,10,,,,
Arizona Diamondbacks,Cincinnati Reds,Mon Apr 08 2024 23:00:08 GMT-0700 (Pacific Daylight Time),Pitcher,Mindy Roob,10,5,17,,,,
Arizona Diamondbacks,Cincinnati Reds,Mon Apr 08 2024 23:00:08 GMT-0700 (Pacific Daylight Time),Hitter,Brad Rice,,,,5,2,1,0
Arizona Diamondbacks,Atlanta Braves,Sat Apr 06 2024 15:58:41 GMT-0700 (Pacific Daylight Time),Pitcher,Julie Homenick,2,3,18,,,,
Arizona Diamondbacks,Atlanta Braves,Sat Apr 06 2024 15:58:41 GMT-0700 (Pacific Daylight Time),Hitter,Sara Smith DVM,,,,4,3,1,2
Arizona Diamondbacks,Atlanta Braves,Sat Apr 06 2024 15:58:41 GMT-0700 (Pacific Daylight Time),Pitcher,Sandy Collins,0,2,3,,,,
Arizona Diamondbacks,Atlanta Braves,Sat Apr 06 2024 15:58:41 GMT-0700 (Pacific Daylight Time),Hitter,Miss Juan Kshlerin,,,,3,3,2,1
Arizona Diamondbacks,Atlanta Braves,Sat Apr 06 2024 15:58:41 GMT-0700 (Pacific Daylight Time),Hitter,Brian Parker,,,,4,3,2,1
Arizona Diamondbacks,Texas Rangers,Mon Apr 08 2024 20:09:50 GMT-0700 (Pacific Daylight Time),Hitter,Alexis O'Keefe,,,,5,0,0,1
Arizona Diamondbacks,Texas Rangers,Mon Apr 08 2024 20:09:50 GMT-0700 (Pacific Daylight Time),Pitcher,Homer Friesen,2,1,2,,,,
Arizona Diamondbacks,Texas Rangers,Mon Apr 08 2024 20:09:50 GMT-0700 (Pacific Daylight Time),Pitcher,Elsie Spinka,1,4,19,,,,
Arizona Diamondbacks,Texas Rangers,Mon Apr 08 2024 20:09:50 GMT-0700 (Pacific Daylight Time),Hitter,Rebecca Shanahan,,,,1,0,2,2
Arizona Diamondbacks,Texas Rangers,Mon Apr 08 2024 20:09:50 GMT-0700 (Pacific Daylight Time),Hitter,Dr. Judy Jerde,,,,3,0,2,2
Arizona Diamondbacks,Boston Red Sox,Fri Apr 05 2024 07:27:41 GMT-0700 (Pacific Daylight Time),Pitcher,Arlene Romaguera,9,4,16,,,,
Arizona Diamondbacks,Boston Red Sox,Fri Apr 05 2024 07:27:41 GMT-0700 (Pacific Daylight Time),Pitcher,Mrs. Lindsay Moen,1,0,2,,,,
Arizona Diamondbacks,Boston Red Sox,Fri Apr 05 2024 07:27:41 GMT-0700 (Pacific Daylight Time),Hitter,Brenda Ryan,,,,3,0,1,1
Arizona Diamondbacks,Boston Red Sox,Fri Apr 05 2024 07:27:41 GMT-0700 (Pacific Daylight Time),Pitcher,Jorge Beier,5,5,7,,,,
Arizona Diamondbacks,Boston Red Sox,Fri Apr 05 2024 07:27:41 GMT-0700 (Pacific Daylight Time),Hitter,Donnie Quigley,,,,4,0,1,0
Arizona Diamondbacks,Houston Astros,Mon Apr 08 2024 20:12:49 GMT-0700 (Pacific Daylight Time),Pitcher,Raul Gislason,3,0,5,,,,
Arizona Diamondbacks,Houston Astros,Mon Apr 08 2024 20:12:49 GMT-0700 (Pacific Daylight Time),Hitter,Taylor Gusikowski,,,,5,1,1,0
Arizona Diamondbacks,Houston Astros,Mon Apr 08 2024 20:12:49 GMT-0700 (Pacific Daylight Time),Pitcher,Dr. Orville Blick,7,1,4,,,,
Arizona Diamondbacks,Houston Astros,Mon Apr 08 2024 20:12:49 GMT-0700 (Pacific Daylight Time),Hitter,Katherine Schmidt,,,,4,1,2,2
Arizona Diamondbacks,Houston Astros,Mon Apr 08 2024 20:12:49 GMT-0700 (Pacific Daylight Time),Pitcher,Paulette Gulgowski,15,4,5,,,,
Arizona Diamondbacks,Toronto Blue Jays,Fri Apr 05 2024 06:23:46 GMT-0700 (Pacific Daylight Time),Pitcher,Nancy Adams,7,0,13,,,,
Arizona Diamondbacks,Toronto Blue Jays,Fri Apr 05 2024 06:23:46 GMT-0700 (Pacific Daylight Time),Pitcher,Heather Casper,3,3,6,,,,
Arizona Diamondbacks,Toronto Blue Jays,Fri Apr 05 2024 06:23:46 GMT-0700 (Pacific Daylight Time),Hitter,Jimmie Raynor II,,,,1,3,1,0
Arizona Diamondbacks,Toronto Blue Jays,Fri Apr 05 2024 06:23:46 GMT-0700 (Pacific Daylight Time),Hitter,Geraldine Hansen,,,,3,3,1,2
Arizona Diamondbacks,Toronto Blue Jays,Fri Apr 05 2024 06:23:46 GMT-0700 (Pacific Daylight Time),Hitter,Teri Harris V,,,,4,2,1,2
Arizona Diamondbacks,Kansas City Royals,Tue Apr 09 2024 02:35:39 GMT-0700 (Pacific Daylight Time),Pitcher,Hugo Macejkovic,2,0,19,,,,
Arizona Diamondbacks,Kansas City Royals,Tue Apr 09 2024 02:35:39 GMT-0700 (Pacific Daylight Time),Pitcher,Andrew Conn,5,3,9,,,,
Arizona Diamondbacks,Kansas City Royals,Tue Apr 09 2024 02:35:39 GMT-0700 (Pacific Daylight Time),Hitter,John Dietrich,,,,1,2,0,1
Arizona Diamondbacks,Kansas City Royals,Tue Apr 09 2024 02:35:39 GMT-0700 (Pacific Daylight Time),Hitter,Lena Gutmann,,,,0,0,0,1
Arizona Diamondbacks,Kansas City Royals,Tue Apr 09 2024 02:35:39 GMT-0700 (Pacific Daylight Time),Pitcher,Marlene Wyman Jr.,11,2,12,,,,
Arizona Diamondbacks,Philadelphia Phillies,Sat Apr 06 2024 14:38:41 GMT-0700 (Pacific Daylight Time),Hitter,Warren Braun,,,,2,1,2,2
Arizona Diamondbacks,Philadelphia Phillies,Sat Apr 06 2024 14:38:41 GMT-0700 (Pacific Daylight Time),Pitcher,Ernesto Konopelski,5,5,10,,,,
Arizona Diamondbacks,Philadelphia Phillies,Sat Apr 06 2024 14:38:41 GMT-0700 (Pacific Daylight Time),Pitcher,Elbert Connelly,15,4,5,,,,
Arizona Diamondbacks,Philadelphia Phillies,Sat Apr 06 2024 14:38:41 GMT-0700 (Pacific Daylight Time),Hitter,Conrad Feil MD,,,,2,2,1,2
Arizona Diamondbacks,Philadelphia Phillies,Sat Apr 06 2024 14:38:41 GMT-0700 (Pacific Daylight Time),Pitcher,Darren Stiedemann IV,11,0,12,,,,
Chicago White Sox,Atlanta Braves,Mon Apr 08 2024 19:33:11 GMT-0700 (Pacific Daylight Time),Pitcher,Adrienne Nitzsche,11,2,5,,,,
Chicago White Sox,Atlanta Braves,Mon Apr 08 2024 19:33:11 GMT-0700 (Pacific Daylight Time),Hitter,Elias Mohr I,,,,2,2,0,0
Chicago White Sox,Atlanta Braves,Mon Apr 08 2024 19:33:11 GMT-0700 (Pacific Daylight Time),Hitter,Leroy Miller DVM,,,,5,3,1,2
Chicago White Sox,Atlanta Braves,Mon Apr 08 2024 19:33:11 GMT-0700 (Pacific Daylight Time),Pitcher,Kristie Larkin,6,2,13,,,,
Chicago White Sox,Atlanta Braves,Mon Apr 08 2024 19:33:11 GMT-0700 (Pacific Daylight Time),Hitter,Geoffrey Runolfsson,,,,2,0,1,1
Chicago White Sox,Texas Rangers,Sat Apr 06 2024 13:08:39 GMT-0700 (Pacific Daylight Time),Hitter,Alma Bosco Jr.,,,,4,0,2,0
Chicago White Sox,Texas Rangers,Sat Apr 06 2024 13:08:39 GMT-0700 (Pacific Daylight Time),Hitter,Dr. Marc Keeling,,,,3,2,1,1
Chicago White Sox,Texas Rangers,Sat Apr 06 2024 13:08:39 GMT-0700 (Pacific Daylight Time),Pitcher,Rickey Luettgen,12,2,9,,,,
Chicago White Sox,Texas Rangers,Sat Apr 06 2024 13:08:39 GMT-0700 (Pacific Daylight Time),Pitcher,Lydia Cruickshank,0,2,9,,,,
Chicago White Sox,Texas Rangers,Sat Apr 06 2024 13:08:39 GMT-0700 (Pacific Daylight Time),Hitter,Jan Durgan,,,,2,3,1,2
Chicago White Sox,Seattle Mariners,Tue Apr 09 2024 03:45:36 GMT-0700 (Pacific Daylight Time),Hitter,Jimmie Schmitt,,,,2,0,1,0
Chicago White Sox,Seattle Mariners,Tue Apr 09 2024 03:45:36 GMT-0700 (Pacific Daylight Time),Hitter,Duane Hilll,,,,4,0,0,1
Chicago White Sox,Seattle Mariners,Tue Apr 09 2024 03:45:36 GMT-0700 (Pacific Daylight Time),Hitter,Maria Swift,,,,4,0,1,2
Chicago White Sox,Seattle Mariners,Tue Apr 09 2024 03:45:36 GMT-0700 (Pacific Daylight Time),Pitcher,Kristine Mraz,15,2,10,,,,
Chicago White Sox,Seattle Mariners,Tue Apr 09 2024 03:45:36 GMT-0700 (Pacific Daylight Time),Pitcher,Robyn Rippin,4,2,12,,,,
Chicago White Sox,Boston Red Sox,Sat Apr 06 2024 08:39:50 GMT-0700 (Pacific Daylight Time),Pitcher,Wallace Johns,15,3,9,,,,
Chicago White Sox,Boston Red Sox,Sat Apr 06 2024 08:39:50 GMT-0700 (Pacific Daylight Time),Pitcher,Jared Reinger,11,5,13,,,,
Chicago White Sox,Boston Red Sox,Sat Apr 06 2024 08:39:50 GMT-0700 (Pacific Daylight Time),Hitter,Bobbie Boyle,,,,1,3,2,0
Chicago White Sox,Boston Red Sox,Sat Apr 06 2024 08:39:50 GMT-0700 (Pacific Daylight Time),Pitcher,Rosemarie Powlowski,1,1,1,,,,
Chicago White Sox,Boston Red Sox,Sat Apr 06 2024 08:39:50 GMT-0700 (Pacific Daylight Time),Hitter,Terrence Bechtelar,,,,5,1,2,1
Chicago White Sox,Baltimore Orioles,Mon Apr 08 2024 23:46:27 GMT-0700 (Pacific Daylight Time),Hitter,Mrs. Margarita Ritchie,,,,3,3,2,0
Chicago White Sox,Baltimore Orioles,Mon Apr 08 2024 23:46:27 GMT-0700 (Pacific Daylight Time),Pitcher,Mr. Jay Parker,5,3,2,,,,
Chicago White Sox,Baltimore Orioles,Mon Apr 08 2024 23:46:27 GMT-0700 (Pacific Daylight Time),Pitcher,Jeremy Brown,8,5,1,,,,
Chicago White Sox,Baltimore Orioles,Mon Apr 08 2024 23:46:27 GMT-0700 (Pacific Daylight Time),Pitcher,Derek Pagac,5,3,9,,,,
Chicago White Sox,Baltimore Orioles,Mon Apr 08 2024 23:46:27 GMT-0700 (Pacific Daylight Time),Pitcher,Ms. Cathy Kuvalis,6,2,12,,,,
Chicago White Sox,Kansas City Royals,Sun Apr 07 2024 05:15:43 GMT-0700 (Pacific Daylight Time),Hitter,Carmen Feil,,,,4,3,1,0
Chicago White Sox,Kansas City Royals,Sun Apr 07 2024 05:15:43 GMT-0700 (Pacific Daylight Time),Hitter,Kelley Legros,,,,1,2,2,2
Chicago White Sox,Kansas City Royals,Sun Apr 07 2024 05:15:43 GMT-0700 (Pacific Daylight Time),Pitcher,Loretta Blick,12,5,9,,,,
Chicago White Sox,Kansas City Royals,Sun Apr 07 2024 05:15:43 GMT-0700 (Pacific Daylight Time),Hitter,Angelina Mann,,,,4,2,0,1
Chicago White Sox,Kansas City Royals,Sun Apr 07 2024 05:15:43 GMT-0700 (Pacific Daylight Time),Hitter,Theresa Zboncak,,,,2,0,0,2
Chicago White Sox,Philadelphia Phillies,Fri Apr 05 2024 09:07:00 GMT-0700 (Pacific Daylight Time),Pitcher,Raul Botsford,0,2,15,,,,
Chicago White Sox,Philadelphia Phillies,Fri Apr 05 2024 09:07:00 GMT-0700 (Pacific Daylight Time),Hitter,Lillie Feil,,,,2,0,2,2
Chicago White Sox,Philadelphia Phillies,Fri Apr 05 2024 09:07:00 GMT-0700 (Pacific Daylight Time),Pitcher,Bobby Abernathy,3,1,15,,,,
Chicago White Sox,Philadelphia Phillies,Fri Apr 05 2024 09:07:00 GMT-0700 (Pacific Daylight Time),Hitter,Dr. Byron Klein,,,,1,2,1,0
Chicago White Sox,Philadelphia Phillies,Fri Apr 05 2024 09:07:00 GMT-0700 (Pacific Daylight Time),Hitter,Shaun Considine,,,,1,0,1,0
Chicago White Sox,Milwaukee Brewers,Sun Apr 07 2024 14:26:38 GMT-0700 (Pacific Daylight Time),Hitter,Willard Kub,,,,0,3,0,1
Chicago White Sox,Milwaukee Brewers,Sun Apr 07 2024 14:26:38 GMT-0700 (Pacific Daylight Time),Hitter,Latoya Ward,,,,5,1,1,1
Chicago White Sox,Milwaukee Brewers,Sun Apr 07 2024 14:26:38 GMT-0700 (Pacific Daylight Time),Hitter,Meredith Nienow,,,,2,0,0,2
Chicago White Sox,Milwaukee Brewers,Sun Apr 07 2024 14:26:38 GMT-0700 (Pacific Daylight Time),Hitter,Susie O'Reilly,,,,3,3,1,1
Chicago White Sox,Milwaukee Brewers,Sun Apr 07 2024 14:26:38 GMT-0700 (Pacific Daylight Time),Hitter,Nora Bergstrom Sr.,,,,5,1,0,2
Chicago White Sox,St. Louis Cardinals,Fri Apr 05 2024 09:12:00 GMT-0700 (Pacific Daylight Time),Hitter,Christy Koelpin,,,,4,2,0,2
Chicago White Sox,St. Louis Cardinals,Fri Apr 05 2024 09:12:00 GMT-0700 (Pacific Daylight Time),Hitter,Willard Bruen,,,,3,1,0,2
Chicago White Sox,St. Louis Cardinals,Fri Apr 05 2024 09:12:00 GMT-0700 (Pacific Daylight Time),Pitcher,Clarence Bartell,15,3,3,,,,
Chicago White Sox,St. Louis Cardinals,Fri Apr 05 2024 09:12:00 GMT-0700 (Pacific Daylight Time),Pitcher,Cornelius Bernhard,9,2,13,,,,
Chicago White Sox,St. Louis Cardinals,Fri Apr 05 2024 09:12:00 GMT-0700 (Pacific Daylight Time),Hitter,Alberto Davis,,,,0,3,2,2
Chicago White Sox,Los Angeles Angels,Sat Apr 06 2024 20:54:30 GMT-0700 (Pacific Daylight Time),Pitcher,Levi Hirthe PhD,1,0,15,,,,
Chicago White Sox,Los Angeles Angels,Sat Apr 06 2024 20:54:30 GMT-0700 (Pacific Daylight Time),Pitcher,Carmen Bergstrom,9,1,18,,,,
Chicago White Sox,Los Angeles Angels,Sat Apr 06 2024 20:54:30 GMT-0700 (Pacific Daylight Time),Hitter,Theodore Orn,,,,5,0,2,2
Chicago White Sox,Los Angeles Angels,Sat Apr 06 2024 20:54:30 GMT-0700 (Pacific Daylight Time),Pitcher,Irma Flatley,5,2,0,,,,
Chicago White Sox,Los Angeles Angels,Sat Apr 06 2024 20:54:30 GMT-0700 (Pacific Daylight Time),Hitter,Terry Kulas I,,,,3,1,2,2
Pittsburgh Pirates,Washington Nationals,Sat Apr 06 2024 17:38:49 GMT-0700 (Pacific Daylight Time),Pitcher,Mr. Peggy Dicki,12,4,9,,,,
Pittsburgh Pirates,Washington Nationals,Sat Apr 06 2024 17:38:49 GMT-0700 (Pacific Daylight Time),Hitter,Ramon Walter II,,,,0,2,0,1
Pittsburgh Pirates,Washington Nationals,Sat Apr 06 2024 17:38:49 GMT-0700 (Pacific Daylight Time),Hitter,Ricky Crona,,,,3,2,2,0
Pittsburgh Pirates,Washington Nationals,Sat Apr 06 2024 17:38:49 GMT-0700 (Pacific Daylight Time),Hitter,Roberto Bechtelar,,,,1,2,1,1
Pittsburgh Pirates,Washington Nationals,Sat Apr 06 2024 17:38:49 GMT-0700 (Pacific Daylight Time),Hitter,Roger Boyle,,,,3,1,0,1
Pittsburgh Pirates,Atlanta Braves,Fri Apr 05 2024 08:07:42 GMT-0700 (Pacific Daylight Time),Hitter,Mrs. Tom Daniel,,,,1,1,2,2
Pittsburgh Pirates,Atlanta Braves,Fri Apr 05 2024 08:07:42 GMT-0700 (Pacific Daylight Time),Pitcher,Cecil Turner V,13,3,12,,,,
Pittsburgh Pirates,Atlanta Braves,Fri Apr 05 2024 08:07:42 GMT-0700 (Pacific Daylight Time),Hitter,Maureen Wehner,,,,3,0,0,1
Pittsburgh Pirates,Atlanta Braves,Fri Apr 05 2024 08:07:42 GMT-0700 (Pacific Daylight Time),Pitcher,Chad Cruickshank,14,1,0,,,,
Pittsburgh Pirates,Atlanta Braves,Fri Apr 05 2024 08:07:42 GMT-0700 (Pacific Daylight Time),Hitter,Adam Bartoletti,,,,1,1,1,1
Pittsburgh Pirates,Houston Astros,Sun Apr 07 2024 13:30:46 GMT-0700 (Pacific Daylight Time),Hitter,Grady Pouros,,,,0,2,1,1
Pittsburgh Pirates,Houston Astros,Sun Apr 07 2024 13:30:46 GMT-0700 (Pacific Daylight Time),Hitter,Sheila Stroman,,,,1,0,1,0
Pittsburgh Pirates,Houston Astros,Sun Apr 07 2024 13:30:46 GMT-0700 (Pacific Daylight Time),Pitcher,Shelley Wilderman,9,1,13,,,,
Pittsburgh Pirates,Houston Astros,Sun Apr 07 2024 13:30:46 GMT-0700 (Pacific Daylight Time),Pitcher,Abraham Romaguera,14,2,3,,,,
Pittsburgh Pirates,Houston Astros,Sun Apr 07 2024 13:30:46 GMT-0700 (Pacific Daylight Time),Pitcher,Josefina Corkery III,2,1,3,,,,
Pittsburgh Pirates,Toronto Blue Jays,Tue Apr 09 2024 02:15:11 GMT-0700 (Pacific Daylight Time),Pitcher,Pat Legros Sr.,10,4,0,,,,
Pittsburgh Pirates,Toronto Blue Jays,Tue Apr 09 2024 02:15:11 GMT-0700 (Pacific Daylight Time),Pitcher,Teri Watsica,6,0,0,,,,
Pittsburgh Pirates,Toronto Blue Jays,Tue Apr 09 2024 02:15:11 GMT-0700 (Pacific Daylight Time),Pitcher,Lucas Maggio,13,4,14,,,,
Pittsburgh Pirates,Toronto Blue Jays,Tue Apr 09 2024 02:15:11 GMT-0700 (Pacific Daylight Time),Pitcher,Natasha Walker,6,4,6,,,,
Pittsburgh Pirates,Toronto Blue Jays,Tue Apr 09 2024 02:15:11 GMT-0700 (Pacific Daylight Time),Hitter,Rodney Wisozk,,,,4,0,1,1
Pittsburgh Pirates,Baltimore Orioles,Sun Apr 07 2024 07:58:38 GMT-0700 (Pacific Daylight Time),Pitcher,Martha Corwin,8,5,6,,,,
Pittsburgh Pirates,Baltimore Orioles,Sun Apr 07 2024 07:58:38 GMT-0700 (Pacific Daylight Time),Hitter,Mrs. Carlos Windler,,,,2,2,1,0
Pittsburgh Pirates,Baltimore Orioles,Sun Apr 07 2024 07:58:38 GMT-0700 (Pacific Daylight Time),Pitcher,Lila Schultz,1,3,6,,,,
Pittsburgh Pirates,Baltimore Orioles,Sun Apr 07 2024 07:58:38 GMT-0700 (Pacific Daylight Time),Pitcher,Angelina Walker MD,15,4,17,,,,
Pittsburgh Pirates,Baltimore Orioles,Sun Apr 07 2024 07:58:38 GMT-0700 (Pacific Daylight Time),Hitter,Pedro Casper,,,,5,2,0,1
Pittsburgh Pirates,Kansas City Royals,Mon Apr 08 2024 07:59:03 GMT-0700 (Pacific Daylight Time),Hitter,Alfredo Schaefer,,,,5,3,0,1
Pittsburgh Pirates,Kansas City Royals,Mon Apr 08 2024 07:59:03 GMT-0700 (Pacific Daylight Time),Hitter,Margaret Stark IV,,,,0,3,1,1
Pittsburgh Pirates,Kansas City Royals,Mon Apr 08 2024 07:59:03 GMT-0700 (Pacific Daylight Time),Hitter,Amos Glover MD,,,,5,1,2,1
Pittsburgh Pirates,Kansas City Royals,Mon Apr 08 2024 07:59:03 GMT-0700 (Pacific Daylight Time),Hitter,Miss Mona Tillman,,,,2,1,0,2
Pittsburgh Pirates,Kansas City Royals,Mon Apr 08 2024 07:59:03 GMT-0700 (Pacific Daylight Time),Hitter,Shelley Towne,,,,3,1,2,1
Pittsburgh Pirates,San Francisco Giants,Fri Apr 05 2024 09:08:37 GMT-0700 (Pacific Daylight Time),Pitcher,Cornelius Stokes III,1,3,17,,,,
Pittsburgh Pirates,San Francisco Giants,Fri Apr 05 2024 09:08:37 GMT-0700 (Pacific Daylight Time),Pitcher,Oliver Wintheiser,13,3,6,,,,
Pittsburgh Pirates,San Francisco Giants,Fri Apr 05 2024 09:08:37 GMT-0700 (Pacific Daylight Time),Pitcher,Percy Mertz,8,3,1,,,,
Pittsburgh Pirates,San Francisco Giants,Fri Apr 05 2024 09:08:37 GMT-0700 (Pacific Daylight Time),Pitcher,Carmen Herman,14,1,18,,,,
Pittsburgh Pirates,San Francisco Giants,Fri Apr 05 2024 09:08:37 GMT-0700 (Pacific Daylight Time),Pitcher,Irma Kohler,1,0,6,,,,
Pittsburgh Pirates,Philadelphia Phillies,Sun Apr 07 2024 02:00:22 GMT-0700 (Pacific Daylight Time),Hitter,Melba Pfannerstill,,,,5,2,1,1
Pittsburgh Pirates,Philadelphia Phillies,Sun Apr 07 2024 02:00:22 GMT-0700 (Pacific Daylight Time),Pitcher,Darlene Effertz,10,2,10,,,,
Pittsburgh Pirates,Philadelphia Phillies,Sun Apr 07 2024 02:00:22 GMT-0700 (Pacific Daylight Time),Hitter,Conrad Stiedemann,,,,4,2,2,1
Pittsburgh Pirates,Philadelphia Phillies,Sun Apr 07 2024 02:00:22 GMT-0700 (Pacific Daylight Time),Hitter,Elisa Gislason,,,,2,3,2,0
Pittsburgh Pirates,Philadelphia Phillies,Sun Apr 07 2024 02:00:22 GMT-0700 (Pacific Daylight Time),Pitcher,Jeff Bauch,0,3,0,,,,
Pittsburgh Pirates,Milwaukee Brewers,Fri Apr 05 2024 15:59:24 GMT-0700 (Pacific Daylight Time),Pitcher,Bertha Dickens II,4,2,17,,,,
Pittsburgh Pirates,Milwaukee Brewers,Fri Apr 05 2024 15:59:24 GMT-0700 (Pacific Daylight Time),Hitter,Emmett Nikolaus,,,,3,3,0,2
Pittsburgh Pirates,Milwaukee Brewers,Fri Apr 05 2024 15:59:24 GMT-0700 (Pacific Daylight Time),Pitcher,Ms. Eric McKenzie,8,1,13,,,,
Pittsburgh Pirates,Milwaukee Brewers,Fri Apr 05 2024 15:59:24 GMT-0700 (Pacific Daylight Time),Hitter,Donna Rutherford,,,,5,3,1,2
Pittsburgh Pirates,Milwaukee Brewers,Fri Apr 05 2024 15:59:24 GMT-0700 (Pacific Daylight Time),Pitcher,Christy Schowalter,12,5,19,,,,
Pittsburgh Pirates,Los Angeles Angels,Mon Apr 08 2024 02:50:42 GMT-0700 (Pacific Daylight Time),Hitter,Wendy Wisoky,,,,4,0,1,1
Pittsburgh Pirates,Los Angeles Angels,Mon Apr 08 2024 02:50:42 GMT-0700 (Pacific Daylight Time),Hitter,Shawna Kub,,,,4,2,0,1
Pittsburgh Pirates,Los Angeles Angels,Mon Apr 08 2024 02:50:42 GMT-0700 (Pacific Daylight Time),Pitcher,Mrs. Loren Cummings,2,4,16,,,,
Pittsburgh Pirates,Los Angeles Angels,Mon Apr 08 2024 02:50:42 GMT-0700 (Pacific Daylight Time),Pitcher,Mark Ryan,5,3,13,,,,
Pittsburgh Pirates,Los Angeles Angels,Mon Apr 08 2024 02:50:42 GMT-0700 (Pacific Daylight Time),Pitcher,Wilson Lockman,8,1,8,,,,
Chicago Cubs,Washington Nationals,Fri Apr 05 2024 11:03:22 GMT-0700 (Pacific Daylight Time),Hitter,Rick Mueller,,,,1,1,2,2
Chicago Cubs,Washington Nationals,Fri Apr 05 2024 11:03:22 GMT-0700 (Pacific Daylight Time),Pitcher,Kara Balistreri,14,4,18,,,,
Chicago Cubs,Washington Nationals,Fri Apr 05 2024 11:03:22 GMT-0700 (Pacific Daylight Time),Hitter,Sheila Jast,,,,2,2,2,0
Chicago Cubs,Washington Nationals,Fri Apr 05 2024 11:03:22 GMT-0700 (Pacific Daylight Time),Hitter,Scott Beer,,,,1,1,2,0
Chicago Cubs,Washington Nationals,Fri Apr 05 2024 11:03:22 GMT-0700 (Pacific Daylight Time),Pitcher,Aaron Lemke,15,3,16,,,,
Chicago Cubs,Atlanta Braves,Sun Apr 07 2024 13:14:39 GMT-0700 (Pacific Daylight Time),Pitcher,Bonnie Bosco,12,3,18,,,,
Chicago Cubs,Atlanta Braves,Sun Apr 07 2024 13:14:39 GMT-0700 (Pacific Daylight Time),Hitter,Sarah Jerde,,,,0,2,2,2
Chicago Cubs,Atlanta Braves,Sun Apr 07 2024 13:14:39 GMT-0700 (Pacific Daylight Time),Pitcher,Rosemary Hammes,5,3,12,,,,
Chicago Cubs,Atlanta Braves,Sun Apr 07 2024 13:14:39 GMT-0700 (Pacific Daylight Time),Pitcher,Jean Krajcik,14,4,12,,,,
Chicago Cubs,Atlanta Braves,Sun Apr 07 2024 13:14:39 GMT-0700 (Pacific Daylight Time),Pitcher,Hattie Green,15,3,5,,,,
Chicago Cubs,Toronto Blue Jays,Fri Apr 05 2024 11:54:04 GMT-0700 (Pacific Daylight Time),Hitter,Shelia Grimes,,,,4,1,2,1
Chicago Cubs,Toronto Blue Jays,Fri Apr 05 2024 11:54:04 GMT-0700 (Pacific Daylight Time),Hitter,Miranda Doyle,,,,3,1,1,2
Chicago Cubs,Toronto Blue Jays,Fri Apr 05 2024 11:54:04 GMT-0700 (Pacific Daylight Time),Hitter,Lillian Casper,,,,5,3,0,1
Chicago Cubs,Toronto Blue Jays,Fri Apr 05 2024 11:54:04 GMT-0700 (Pacific Daylight Time),Hitter,Terrence Wolff,,,,4,1,0,0
Chicago Cubs,Toronto Blue Jays,Fri Apr 05 2024 11:54:04 GMT-0700 (Pacific Daylight Time),Pitcher,Marshall Parisian,6,3,17,,,,
Chicago Cubs,Kansas City Royals,Sat Apr 06 2024 19:16:15 GMT-0700 (Pacific Daylight Time),Pitcher,Elena Hyatt,5,2,3,,,,
Chicago Cubs,Kansas City Royals,Sat Apr 06 2024 19:16:15 GMT-0700 (Pacific Daylight Time),Hitter,Bobbie Leuschke,,,,3,0,2,2
Chicago Cubs,Kansas City Royals,Sat Apr 06 2024 19:16:15 GMT-0700 (Pacific Daylight Time),Hitter,Stella Kunze,,,,2,3,2,1
Chicago Cubs,Kansas City Royals,Sat Apr 06 2024 19:16:15 GMT-0700 (Pacific Daylight Time),Pitcher,Rachael Wolf,0,0,9,,,,
Chicago Cubs,Kansas City Royals,Sat Apr 06 2024 19:16:15 GMT-0700 (Pacific Daylight Time),Pitcher,Jorge Abbott,1,2,20,,,,
Chicago Cubs,Philadelphia Phillies,Fri Apr 05 2024 15:22:58 GMT-0700 (Pacific Daylight Time),Hitter,Nora Kuhlman,,,,3,0,0,2
Chicago Cubs,Philadelphia Phillies,Fri Apr 05 2024 15:22:58 GMT-0700 (Pacific Daylight Time),Hitter,Laurie Rosenbaum,,,,1,2,1,0
Chicago Cubs,Philadelphia Phillies,Fri Apr 05 2024 15:22:58 GMT-0700 (Pacific Daylight Time),Hitter,Margarita Konopelski,,,,2,0,0,1
Chicago Cubs,Philadelphia Phillies,Fri Apr 05 2024 15:22:58 GMT-0700 (Pacific Daylight Time),Pitcher,Nicolas Gislason,5,5,15,,,,
Chicago Cubs,Philadelphia Phillies,Fri Apr 05 2024 15:22:58 GMT-0700 (Pacific Daylight Time),Pitcher,Penny Ziemann,14,5,14,,,,
Chicago Cubs,Milwaukee Brewers,Sun Apr 07 2024 05:54:51 GMT-0700 (Pacific Daylight Time),Hitter,Frederick Boyle,,,,4,3,2,0
Chicago Cubs,Milwaukee Brewers,Sun Apr 07 2024 05:54:51 GMT-0700 (Pacific Daylight Time),Hitter,Gloria Toy,,,,1,3,1,2
Chicago Cubs,Milwaukee Brewers,Sun Apr 07 2024 05:54:51 GMT-0700 (Pacific Daylight Time),Pitcher,Norman Fritsch II,4,1,18,,,,
